ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;global_id;geoData
461;Печатники, вход-выход 5 в вестибюль;37.727827;55.692654;Печатники;Люблинско-Дмитровская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00";1;4;5;;1773879;{type=Point, coordinates=[37.727827, 55.692654]}
459;Печатники, вход-выход 3 в вестибюль;37.7278293;55.6928903;Печатники;Люблинско-Дмитровская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00";1;4;5;;1773880;{type=Point, coordinates=[37.7278293, 55.6928903]}
462;Печатники, вход-выход 4 в вестибюль;37.728458;55.692389;Печатники;Люблинско-Дмитровская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00";1;4;5;;1773881;{type=Point, coordinates=[37.728458, 55.692389]}
460;Печатники, вход-выход 2 в вестибюль;37.7284457;55.692675;Печатники;Люблинско-Дмитровская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00";1;4;5;;1773882;{type=Point, coordinates=[37.7284457, 55.692675]}
838;Пионерская, вход-выход 1 в западный вестибюль;37.466756;55.735944;Пионерская;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:56:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 02:00:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:56:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 02:00:00";1;0;1;;1773883;{type=Point, coordinates=[37.466756, 55.735944]}
797;Полежаевская, вход-выход 7 в 1-й вестибюль;37.521500;55.777657;Полежаевская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:10, по 2 пути в 06:09:10; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35";2;7;9;14.09.2020-30.12.2020;1773884;{type=Point, coordinates=[37.5215, 55.777657]}
795;Полежаевская, вход-выход 6 в 1-й вестибюль;37.521486;55.777960;Полежаевская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:10, по 2 пути в 06:09:10; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 06:07:00; последний поезд по 1 пути в 01:19:30, по 2 пути в 01:46:35";2;7;9;14.09.2020-30.12.2020;1773886;{type=Point, coordinates=[37.521486, 55.77796]}
252;Тёплый стан, вход-выход 5 в северный вестибюль;37.5071612;55.6196587;Тёплый стан;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:55, по 2 пути в 05:49:15; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10";2;3;5;;1773887;{type=Point, coordinates=[37.5071612, 55.6196587]}
337;Тургеневская, вход-выход 4 в вестибюль;37.6366194;55.7654719;Тургеневская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:15, по 2 пути в 05:46:50; последний поезд по 1 пути в 01:38:30, по 2 пути в 01:25:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:20, по 2 пути в 05:47:35; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:25:05";4;0;4;;1773888;{type=Point, coordinates=[37.6366194, 55.7654719]}
336;Тургеневская, вход-выход 3 в вестибюль;37.6369063;55.7653368;Тургеневская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:15, по 2 пути в 05:46:50; последний поезд по 1 пути в 01:38:30, по 2 пути в 01:25:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:20, по 2 пути в 05:47:35; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:25:05";4;0;4;;1773889;{type=Point, coordinates=[37.6369063, 55.7653368]}
815;Тушинская, вход-выход 5 в 1-й вестибюль;37.4360367;55.8256692;Тушинская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:30, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:40, по 2 пути в 05:49:10; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40";4;2;6;;1773890;{type=Point, coordinates=[37.4360367, 55.8256692]}
816;Тушинская, вход-выход 4 в 1-й вестибюль;37.4370076;55.8254341;Тушинская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:30, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:40, по 2 пути в 05:49:10; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40";4;2;6;;1773891;{type=Point, coordinates=[37.4370076, 55.8254341]}
817;Тушинская, вход-выход 2 во 2-й вестибюль;37.4374154;55.8273392;Тушинская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:30, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:40, по 2 пути в 05:49:10; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40";1;13;14;;1773892;{type=Point, coordinates=[37.4374154, 55.8273392]}
820;Тушинская, вход-выход 3 во 2-й вестибюль;37.4380376;55.8281911;Тушинская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:30, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:40, по 2 пути в 05:49:10; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:57:40";1;13;14;;1773893;{type=Point, coordinates=[37.4380376, 55.8281911]}
90;Улица Горчакова, вход-выход 1 в вестибюль;37.5319534;55.5420806;Улица Горчакова;Бутовская линия Лёгкого метро;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:15, по 2 пути в 05:59:45; последний поезд по 1 пути в 01:20:35, по 2 пути в 01:05:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:55, по 2 пути в 05:59:45; последний поезд по 1 пути в 01:20:35, по 2 пути в 01:05:45";0;2;2;;1773894;{type=Point, coordinates=[37.5319534, 55.5420806]}
784;Улица 1905 года, вход-выход 2 во 2-й вестибюль;37.560437;55.765435;Улица 1905 года;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:20, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:24:00, по 2 пути в 01:41:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 06:02:00; последний поезд по 1 пути в 01:24:00, по 2 пути в 01:41:20";0;2;2;;1773895;{type=Point, coordinates=[37.560437, 55.765435]}
841;Филёвский парк, вход-выход 1 в западный вестибюль;37.4829878;55.739437;Филёвский парк;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:40, по 2 пути в 05:58:35; последний поезд по 1 пути в 01:21:40, по 2 пути в 01:08:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:40, по 2 пути в 05:58:35; последний поезд по 1 пути в 01:21:40, по 2 пути в 01:08:05";1;0;1;;1773896;{type=Point, coordinates=[37.4829878, 55.739437]}
847;Фили, вход-выход 3 в восточный вестибюль;37.515767;55.74529;Фили;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:38:05; последний поезд по 1 пути в 01:16:30, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:38:05; последний поезд по 1 пути в 01:16:30, по 2 пути в 01:12:00";2;0;2;;1773898;{type=Point, coordinates=[37.515767, 55.74529]}
645;Фрунзенская, вход-выход 1 в вестибюль;37.5805775;55.7274309;Фрунзенская;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:20, по 2 пути в 05:50:25; последний поезд по 1 пути в 01:30:50, по 2 пути в 01:38:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:20, по 2 пути в 05:50:25; последний поезд по 1 пути в 01:30:50, по 2 пути в 01:38:10";0;3;3;;1773899;{type=Point, coordinates=[37.5805775, 55.7274309]}
166;Царицыно, вход-выход 4 в северный вестибюль;37.6682219;55.6222568;Царицыно;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:25, по 2 пути в 05:57:05; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";5;0;5;18.11.2019-31.12.2019;1773900;{type=Point, coordinates=[37.6682219, 55.6222568]}
168;Царицыно, вход-выход 5 в северный вестибюль;37.668722;55.622630;Царицыно;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:25, по 2 пути в 05:57:05; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";5;0;5;18.11.2019-31.12.2019;1773901;{type=Point, coordinates=[37.668722, 55.62263]}
167;Царицыно, вход-выход 6 в северный вестибюль;37.668925;55.6224821;Царицыно;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:25, по 2 пути в 05:57:05; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";5;0;5;18.11.2019-31.12.2019;1773902;{type=Point, coordinates=[37.668925, 55.6224821]}
171;Царицыно, вход-выход 1 в южный вестибюль;37.6698636;55.6204932;Царицыно;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:25, по 2 пути в 05:57:05; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";11;0;11;13.01.2020-30.06.2020;1773903;{type=Point, coordinates=[37.6698636, 55.6204932]}
170;Царицыно, вход-выход 2 в южный вестибюль;37.6704;55.620199;Царицыно;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:25, по 2 пути в 05:57:05; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";11;0;11;13.01.2020-30.06.2020;1773904;{type=Point, coordinates=[37.6704, 55.620199]}
254;Тёплый стан, вход-выход 6 в северный вестибюль;37.5060675;55.6195654;Тёплый стан;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:55, по 2 пути в 05:49:15; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10";2;3;5;;1773905;{type=Point, coordinates=[37.5060675, 55.6195654]}
248;Тёплый стан, вход-выход 1 в южный вестибюль;37.508677;55.617601;Тёплый стан;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:55, по 2 пути в 05:49:15; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10";3;10;13;;1773906;{type=Point, coordinates=[37.508677, 55.617601]}
589;Тимирязевская, вход-выход 3 в вестибюль;37.574511;55.818659;Тимирязевская;Серпуховско-Тимирязевская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:40, по 2 пути в 05:34:45; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:55, по 2 пути в 05:34:45; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:00";1;8;9;;1773907;{type=Point, coordinates=[37.574511, 55.818659]}
586;Тимирязевская, вход-выход 1 в вестибюль;37.575101;55.818747;Тимирязевская;Серпуховско-Тимирязевская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:40, по 2 пути в 05:34:45; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:55, по 2 пути в 05:34:45; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:00";1;8;9;;1773908;{type=Point, coordinates=[37.575101, 55.818747]}
489;Тимирязевская, вход-выход 6 в вестибюль;37.5780576;55.8188162;Тимирязевская;Московская монорельсовая транспортная система;"открытие в 07:00:00; закрытие в 23:00:00; первый поезд по 1 пути в 07:16:30, по 2 пути в 07:00:00; последний поезд по 1 пути в 23:21:30, по 2 пути в 23:05:00";"открытие в 07:00:00; закрытие в 23:00:00; первый поезд по 1 пути в 07:16:30, по 2 пути в 07:00:00; последний поезд по 1 пути в 23:21:30, по 2 пути в 23:05:00";;2;2;;1773909;{type=Point, coordinates=[37.5780576, 55.8188162]}
316;Третьяковская, вход-выход 2 в вестибюль;37.625617;55.740683;Третьяковская;Калининская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:52:20; последний поезд по 1 пути в 01:32:35, по 2 пути в 01:31:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:40, по 2 пути в 05:53:05; последний поезд по 1 пути в 01:32:35, по 2 пути в 01:31:00";;5;5;07.07.2020-30.11.2020;1773910;{type=Point, coordinates=[37.625617, 55.740683]}
480;Трубная, вход-выход 2 в вестибюль;37.6218566;55.7678427;Трубная;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:20, по 2 пути в 05:50:15; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:42:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:50, по 2 пути в 05:42:05; последний поезд по 1 пути в 01:47:50, по 2 пути в 01:21:25";4;0;4;;1773911;{type=Point, coordinates=[37.6218566, 55.7678427]}
561;Тульская, вход-выход 1 в южный вестибюль;37.622461;55.70783;Тульская;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:30, по 2 пути в 05:55:55; последний поезд по 1 пути в 01:26:30, по 2 пути в 01:37:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:30, по 2 пути в 05:55:55; последний поезд по 1 пути в 01:26:30, по 2 пути в 01:37:30";0;2;2;;1773912;{type=Point, coordinates=[37.622461, 55.70783]}
562;Тульская, вход-выход 2 в северный вестибюль;37.62259;55.709564;Тульская;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:30, по 2 пути в 05:55:55; последний поезд по 1 пути в 01:26:30, по 2 пути в 01:37:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:30, по 2 пути в 05:55:55; последний поезд по 1 пути в 01:26:30, по 2 пути в 01:37:30";4;1;5;;1773913;{type=Point, coordinates=[37.62259, 55.709564]}
772;Пролетарская, вход-выход 3 во 2-й вестибюль;37.668333;55.732291;Пролетарская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:45, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";1;2;3;;1773914;{type=Point, coordinates=[37.668333, 55.732291]}
628;Проспект Вернадского, вход-выход 1 в южный вестибюль;37.5045266;55.6765476;Проспект Вернадского;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:50:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";0;6;6;;1773915;{type=Point, coordinates=[37.5045266, 55.6765476]}
629;Проспект Вернадского, вход-выход 2 в южный вестибюль;37.5047335;55.6766633;Проспект Вернадского;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:50:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";0;6;6;;1773916;{type=Point, coordinates=[37.5047335, 55.6766633]}
627;Проспект Вернадского, вход-выход 4 в южный вестибюль;37.5052562;55.6763594;Проспект Вернадского;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:40, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:42:20, по 2 пути в 01:45:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:10, по 2 пути в 05:52:25; последний поезд по 1 пути в 01:42:20, по 2 пути в 01:14:45";;7;7;;1773917;{type=Point, coordinates=[37.5052562, 55.6763594]}
626;Проспект Вернадского, вход-выход 3 в южный вестибюль;37.5050632;55.676238;Проспект Вернадского;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:40, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:42:20, по 2 пути в 01:14:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:10, по 2 пути в 05:52:25; последний поезд по 1 пути в 01:42:20, по 2 пути в 01:14:45";;7;7;;1773918;{type=Point, coordinates=[37.5050632, 55.676238]}
624;Проспект Вернадского, вход-выход 6 в южный вестибюль;37.5052832;55.6759002;Проспект Вернадского;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:50:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";0;6;6;;1773919;{type=Point, coordinates=[37.5052832, 55.6759002]}
625;Проспект Вернадского, вход-выход 5 в южный вестибюль;37.5057448;55.6761702;Проспект Вернадского;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:50:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";0;6;6;;1773920;{type=Point, coordinates=[37.5057448, 55.6761702]}
773;Пролетарская, вход-выход 2 во 2-й вестибюль;37.6680428;55.732445;Пролетарская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:45, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";1;2;3;;1773921;{type=Point, coordinates=[37.6680428, 55.732445]}
771;Пролетарская, вход-выход 1 во 2-й вестибюль;37.6677589;55.7319672;Пролетарская;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:45, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";1;2;3;;1773922;{type=Point, coordinates=[37.6677589, 55.7319672]}
731;Лермонтовский проспект, вход-выход 1 во 2-й вестибюль;37.853893;55.7007835;Лермонтовский проспект;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:42:05; последний поезд по 1 пути в 01:57:00, по 2 пути в 01:08:46";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:43:40; последний поезд по 1 пути в 01:57:00, по 2 пути в 01:08:46";3;1;4;;1773923;{type=Point, coordinates=[37.853893, 55.7007835]}
566;Боровицкая, вход-выход 6 в вестибюль;37.6091093;55.7505094;Боровицкая;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:25, по 2 пути в 05:48:40; последний поезд по 1 пути в 01:34:00, по 2 пути в 01:30:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:25, по 2 пути в 05:48:40; последний поезд по 1 пути в 01:34:05, по 2 пути в 01:30:15";1;1;2;;1773924;{type=Point, coordinates=[37.6091093, 55.7505094]}
668;Охотный ряд, вход-выход 8 в северный вестибюль;37.617566;55.758683;Охотный ряд;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:50, по 2 пути в 05:58:15; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:56";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:56";0;4;4;;1773928;{type=Point, coordinates=[37.617566, 55.758683]}
359;Свиблово, вход-выход 3 в южный вестибюль;37.6514459;55.8543991;Свиблово;Калужско-Рижская линия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:55, по 2 пути в 05:29:20; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 05:30:05; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";1;2;3;;1773930;{type=Point, coordinates=[37.6514459, 55.8543991]}
362;Свиблово, вход-выход 2 в северный вестибюль;37.654372;55.855739;Свиблово;Калужско-Рижская линия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:55, по 2 пути в 05:29:20; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 05:30:05; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";1;2;3;;1773931;{type=Point, coordinates=[37.654372, 55.855739]}
543;Севастопольская, вход-выход 12 в вестибюль;37.5981861;55.6516395;Севастопольская;Серпуховско-Тимирязевская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:20; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";3;5;8;;1773932;{type=Point, coordinates=[37.5981861, 55.6516395]}
544;Севастопольская, вход-выход 11 в вестибюль;37.5981808;55.651406;Севастопольская;Серпуховско-Тимирязевская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:20; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";3;5;8;;1773933;{type=Point, coordinates=[37.5981808, 55.651406]}
546;Севастопольская, вход-выход 10 в вестибюль;37.5986848;55.65096;Севастопольская;Серпуховско-Тимирязевская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:20; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";3;5;8;;1773934;{type=Point, coordinates=[37.5986848, 55.65096]}
