ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;global_id;geoData
331;Китай-город, вход-выход 5 в северный вестибюль;37.6316766;55.7573154;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:24";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:24";0;4;4;;1773539;{type=Point, coordinates=[37.6316766, 55.7573154]}
327;Китай-город, вход-выход 4 в северный вестибюль;37.631205;55.756855;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:16";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:16";0;4;4;;1773540;{type=Point, coordinates=[37.631205, 55.756855]}
330;Китай-город, вход-выход 6 в северный вестибюль;37.6319506;55.7572362;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:22";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:22";0;4;4;;1773541;{type=Point, coordinates=[37.6319506, 55.7572362]}
322;Китай-город, вход-выход 14 в южный вестибюль;37.633082;55.753098;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:21";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:21";0;4;4;01.04.2020-10.06.2020;1773542;{type=Point, coordinates=[37.633082, 55.753098]}
321;Китай-город, вход-выход 12 в южный вестибюль;37.633559;55.753072;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:19";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:19";0;4;4;14.04.2020-24.06.2020;1773543;{type=Point, coordinates=[37.633559, 55.753072]}
317;Китай-город, вход-выход 10 из южного вестибюля;37.6341765;55.7541345;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:11";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:11";0;4;4;01.04.2020-24.06.2020;1773544;{type=Point, coordinates=[37.6341765, 55.7541345]}
318;Китай-город, вход-выход 9 в южный вестибюль;37.634966;55.754114;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:13";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:13";0;4;4;14.04.2020-24.06.2020;1773545;{type=Point, coordinates=[37.634966, 55.754114]}
325;Китай-город, вход-выход 2 в северный вестибюль;37.629468;55.756640;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:12";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:12";0;4;4;;1773546;{type=Point, coordinates=[37.629468, 55.75664]}
280;Калужская, вход-выход 5 в южный вестибюль;37.5392381;55.6553856;Калужская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:05, по 2 пути в 05:41:20; последний поезд по 1 пути в 01:16:55, по 2 пути в 01:47:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:44";2;3;5;;1773547;{type=Point, coordinates=[37.5392381, 55.6553856]}
447;Братиславская, вход-выход 5 в северный вестибюль;37.7526435;55.660114;Братиславская;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";0;2;2;;1773548;{type=Point, coordinates=[37.7526435, 55.660114]}
446;Братиславская, вход-выход 4 в северный вестибюль;37.7517426;55.6600507;Братиславская;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";0;2;2;;1773549;{type=Point, coordinates=[37.7517426, 55.6600507]}
91;Бульвар адмирала Ушакова, вход-выход 1 в вестибюль;37.5416454;55.5450107;Бульвар адмирала Ушакова;Бутовская линия Лёгкого метро;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:10, по 2 пути в 05:48:50; последний поезд по 1 пути в 01:32:30, по 2 пути в 01:18:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:10, по 2 пути в 05:48:50; последний поезд по 1 пути в 01:38:55, по 2 пути в 01:24:05";0;2;2;;1773550;{type=Point, coordinates=[37.5416454, 55.5450107]}
502;Бульвар Дмитрия Донского, вход-выход 7 в северный вестибюль;37.576311;55.570289;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";3;3;6;;1773551;{type=Point, coordinates=[37.576311, 55.570289]}
501;Бульвар Дмитрия Донского, вход-выход 6 в северный вестибюль;37.577084;55.570140;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";3;3;6;;1773552;{type=Point, coordinates=[37.577084, 55.57014]}
89;Бунинская аллея, вход-выход в вестибюль;37.5149399;55.5376805;Бунинская аллея;Бутовская линия Лёгкого метро;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00; последний поезд по 1 пути в 01:03:00";0;3;3;;1773553;{type=Point, coordinates=[37.5149399, 55.5376805]}
383;Варшавская, вход-выход 1 в южный вестибюль;37.61792;55.653075;Варшавская;Каховская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:10, по 2 пути в 05:56:50; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:06:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:10, по 2 пути в 05:53:20; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:06:10";;3;3;26.10.2019-30.11.2022;1773554;{type=Point, coordinates=[37.61792, 55.653075]}
384;Варшавская, вход-выход 3 в северный вестибюль;37.620706;55.653163;Варшавская;Каховская линия;"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";;;;26.10.2019-30.11.2022;1773555;{type=Point, coordinates=[37.620706, 55.653163]}
277;Калужская, вход-выход 1 в южный вестибюль;37.5402196;55.6563232;Калужская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:05, по 2 пути в 05:41:20; последний поезд по 1 пути в 01:16:55, по 2 пути в 01:47:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:40";2;3;5;;1773556;{type=Point, coordinates=[37.5402196, 55.6563232]}
281;Калужская, вход-выход 10 в северный вестибюль;37.5409869;55.6581538;Калужская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:05, по 2 пути в 05:41:20; последний поезд по 1 пути в 01:16:55, по 2 пути в 01:47:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:35";2;1;3;;1773557;{type=Point, coordinates=[37.5409869, 55.6581538]}
151;Кантемировская, вход-выход 3 в южный вестибюль;37.657120;55.634606;Кантемировская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:54:30; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:01";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:01";1;3;4;;1773558;{type=Point, coordinates=[37.65712, 55.634606]}
152;Кантемировская, вход-выход 1 в южный вестибюль;37.657574;55.635106;Кантемировская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:54:30; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:03";1;3;4;;1773559;{type=Point, coordinates=[37.657574, 55.635106]}
149;Кантемировская, вход-выход 5 в северный вестибюль;37.655263;55.636730;Кантемировская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:54:30; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:02";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:02";3;0;3;;1773560;{type=Point, coordinates=[37.655263, 55.63673]}
284;Калужская, вход-выход 7 в северный вестибюль;37.5418665;55.6578591;Калужская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:05, по 2 пути в 05:41:20; последний поезд по 1 пути в 01:16:55, по 2 пути в 01:47:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:41";2;1;3;;1773562;{type=Point, coordinates=[37.5418665, 55.6578591]}
150;Кантемировская, вход-выход 6 в северный вестибюль;37.656097;55.636917;Кантемировская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:54:30; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:04";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:04";3;0;3;;1773563;{type=Point, coordinates=[37.656097, 55.636917]}
448;Братиславская, вход-выход 6 в северный вестибюль;37.7521499;55.6599107;Братиславская;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";0;2;2;;1773564;{type=Point, coordinates=[37.7521499, 55.6599107]}
791;Беговая, вход-выход 1 во 2-й вестибюль;37.54459;55.7733859;Беговая;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:50, по 2 пути в 06:06:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:42:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";2;3;5;;1773565;{type=Point, coordinates=[37.54459, 55.7733859]}
790;Беговая, вход-выход 2 во 2-й вестибюль;37.5446657;55.774;Беговая;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:50, по 2 пути в 06:06:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:42:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";2;3;5;;1773566;{type=Point, coordinates=[37.5446657, 55.774]}
792;Беговая, вход-выход 5 в 1-й вестибюль;37.5488844;55.7732229;Беговая;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:50, по 2 пути в 06:06:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:42:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";1;4;5;;1773567;{type=Point, coordinates=[37.5488844, 55.7732229]}
794;Беговая, вход-выход 3 в 1-й вестибюль;37.549137;55.774375;Беговая;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:50, по 2 пути в 06:06:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:42:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";1;4;5;;1773568;{type=Point, coordinates=[37.549137, 55.774375]}
394;Белорусская, вход-выход 1 в западный вестибюль;37.5826448;55.7753945;Белорусская;Кольцевая линия;открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:34:15, по 2 пути в 05:52:45, последний поезд по 1 пути в 01:20:45, по 2 пути в 01:40:00;открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:20, по 2 пути в 05:54:00, последний поезд по 1 пути в 01:27:30, по 2 пути в 01:46:45;3;6;9;;1773569;{type=Point, coordinates=[37.5826448, 55.7753945]}
129;Белорусская, вход 6 в вестибюль;37.582170;55.777269;Белорусская;Замоскворецкая линия;открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:55:25, по 2 пути в 05:36:25, последний поезд по 1 пути в 01:46:10, по 2 пути в 01:23:55;открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:55:25, по 2 пути в 05:36:25, последний поезд по 1 пути в 01:46:10, по 2 пути в 01:23:5;2;5;7;;1773570;{type=Point, coordinates=[37.58217, 55.777269]}
396;Белорусская, вход-выход 2 в восточный вестибюль;37.585696;55.777448;Белорусская;Кольцевая линия;открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:34:15, по 2 пути в 05:52:45, последний поезд по 1 пути в 01:20:45, по 2 пути в 01:40:00;открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:20, по 2 пути в 05:54:00, последний поезд по 1 пути в 01:27:30, по 2 пути в 01:46:45;3;3;6;31.10.2019-29.11.2019;1773571;{type=Point, coordinates=[37.585696, 55.777448]}
267;Беляево, вход-выход 1 в южный вестибюль;37.5253262;55.6418619;Беляево;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:50, по 2 пути в 05:44:20; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";2;2;4;;1773572;{type=Point, coordinates=[37.5253262, 55.6418619]}
269;Беляево, вход-выход 4 в южный вестибюль;37.5258884;55.641490;Беляево;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:50, по 2 пути в 05:44:20; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";2;2;4;;1773573;{type=Point, coordinates=[37.5258884, 55.64149]}
271;Беляево, вход-выход 5 в северный вестибюль;37.5267264;55.643846;Беляево;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:50, по 2 пути в 05:44:20; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";2;3;5;;1773574;{type=Point, coordinates=[37.5267264, 55.643846]}
57;Киевская, вход-выход 6 из вестибюля к пригородным поездам;37.564427;55.742922;Киевская;Арбатско-Покровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:03";1;15;16;;1773577;{type=Point, coordinates=[37.564427, 55.742922]}
400;Киевская, вход-выход 3 в вестибюль;37.567119;55.743792;Киевская;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:51:20; последний поезд по 1 пути в 01:38:48, по 2 пути в 01:15:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:10, по 2 пути в 05:45:50; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:22:00";;5;5;31.10.2019-29.11.2019;1773579;{type=Point, coordinates=[37.567119, 55.743792]}
401;"Киевская, вход-выход 2 в вестибюль
Киевская, вход-выход 4 в вестибюльлиния";37.56757;55.743743;Киевская;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:35:31";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:00";;5;5;;1773580;{type=Point, coordinates=[37.56757, 55.743743]}
324;Китай-город, вход-выход 1 в северный вестибюль;37.630006;55.756247;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:10";0;4;4;;1773581;{type=Point, coordinates=[37.630006, 55.756247]}
328;Китай-город, вход-выход 3 в северный вестибюль;37.630777;55.757007;Китай-город;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:18";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:18";0;4;4;;1773582;{type=Point, coordinates=[37.630777, 55.757007]}
279;Калужская, вход-выход 6 в южный вестибюль;37.538449;55.655638;Калужская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:05, по 2 пути в 05:41:20; последний поезд по 1 пути в 01:16:55, по 2 пути в 01:47:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:43";2;3;5;;1773583;{type=Point, coordinates=[37.538449, 55.655638]}
275;Калужская, вход-выход 3 в южный вестибюль;37.5393716;55.6565991;Калужская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:05, по 2 пути в 05:41:20; последний поезд по 1 пути в 01:16:55, по 2 пути в 01:47:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:36";2;3;5;;1773584;{type=Point, coordinates=[37.5393716, 55.6565991]}
103;Водный стадион, вход-выход 2 в южный вестибюль;37.487262;55.839091;Водный стадион;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:10:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:10:00";1;1;2;;1773592;{type=Point, coordinates=[37.487262, 55.839091]}
106;Войковская, вход-выход 3 в северный вестибюль;37.4966084;55.8198862;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";2;3;5;;1773593;{type=Point, coordinates=[37.4966084, 55.8198862]}
107;Войковская, вход-выход 1 в северный вестибюль;37.4978475;55.8200536;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";2;3;5;;1773594;{type=Point, coordinates=[37.4978475, 55.8200536]}
594;Владыкино, вход-выход 1 в северный вестибюль;37.5903673;55.8483448;Владыкино;Серпуховско-Тимирязевская линия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:10:45, по 2 пути в 05:29:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:11:15";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:10:15, по 2 пути в 05:29:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:11:15";;4;4;;1773595;{type=Point, coordinates=[37.5903673, 55.8483448]}
101;Водный стадион, вход-выход 1 в северный вестибюль;37.4861169;55.8405471;Водный стадион;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:10:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:10:00";2;2;4;20.01.2020-30.06.2020;1773596;{type=Point, coordinates=[37.4861169, 55.8405471]}
110;Войковская, вход-выход 5 в южный вестибюль;37.4980328;55.8180816;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";1;4;5;;1773597;{type=Point, coordinates=[37.4980328, 55.8180816]}
109;Войковская, вход-выход 6 в южный вестибюль;37.4990514;55.8183579;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";1;4;5;;1773598;{type=Point, coordinates=[37.4990514, 55.8183579]}
108;Войковская, вход-выход 7 в южный вестибюль;37.4995989;55.8178071;Войковская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:56:00, по 2 пути в 01:13:00";1;4;5;;1773599;{type=Point, coordinates=[37.4995989, 55.8178071]}
761;Волгоградский проспект, вход-выход 4 в западный вестибюль;37.685034;55.7256857;Волгоградский проспект;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:25, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:39:50, по 2 пути в 01:25:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:20, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:39:50, по 2 пути в 01:25:45";1;3;4;;1773600;{type=Point, coordinates=[37.685034, 55.7256857]}
